"Variable","Mean","SD","CV","Skewness"
"target_deathrate",180.600692464358,24.9466396208217,13.8131472700444,-0.0509973687628816
"incidencerate",448.891608961303,46.0630911334617,10.2615175275937,-0.193333560218571
"avganncount",237.862729124236,250.559350407231,105.337793495324,1.83149467660346
"medincome",45763.8680244399,11068.3314642406,24.1857429060184,1.55815369963026
"povertypercent",17.2426069246436,6.26926966898295,36.3591752475825,0.808786552944023
"pctbachdeg25_over",12.5355193482688,4.85791025637756,38.7531630833344,1.19379631586036
"pctprivatecoverage",63.7175560081466,10.3934441387845,16.3117432461717,-0.299579067281942
"avghouseholdsize",2.52677393075356,0.239385461457287,9.47395643685048,1.32665926531215
